	smoker	hbver	erytrocyty	alt	leukocyty	etytr	hemoglobin	ssn	name	trombocyty	alp	relationship	indicator	er-cv	weight	ast	hematokrit
9543	no	7.49399	7.96268	0.95560	6.28043	4.36500	7.89336	537-43-9218	Jessica Kennedy	5.86975	47.87605	divoced	1.00000	55.28801	90.60043	63.19575	7.52773
9544	yes	5.01628	6.64849	0.71551	8.00875	4.13804	3.09026	443-46-1067	Dalton Smith	6.04869	14.61358	single	0.00000	72.51776	74.27419	58.48636	4.26214
9545	no	6.69229	7.37184	0.72327	6.42270	6.31766	4.92863	380-49-4578	Nicholas Ford DDS	6.85640	55.01369	single	1.00000	30.41241	69.06368	45.79839	10.52747
9546	no	6.56613	7.04947	0.99472	7.30750	8.02169	6.62545	113-78-7610	Justin Small	5.07025	83.54578	widowed	0.00000	50.90567	52.79431	44.60006	4.12965
9547	no	5.48102	6.51387	0.40840	6.19703	5.65180	8.34273	387-50-9377	Darrell Walton	7.03742	27.38382	divoced	1.00000	44.62605	153.32813	55.94246	7.16552
9548	no	6.87990	5.31516	0.60061	6.20716	5.50783	5.12037	493-44-8144	Devin Gibbs	4.39635	65.92768	nop	0.00000	53.00657	61.22524	39.22999	4.70860
9549	N	5.26153	6.06311	0.60090	4.69998	5.94629	8.28590	612-91-4691	Sarah Gonzalez	6.02849	29.14487	widowed	1.00000	58.41283	71.93312	34.08904	6.96656
9550	no	6.65569	6.36956	0.50991	4.35730	5.88611	4.67665	601-56-8597	Michelle Davis	7.13335	45.65041	nop	1.00000	63.81685	127.08638	63.00883	10.51182
9551	yes	4.71355	3.33356	0.56992	7.94259	8.01067	9.75886	227-18-8341	John Pierce	5.65609	12.65894	married	1.00000	41.73128	91.44908	51.66456	7.64759
9552	yes	6.24907	5.51471	0.61905	6.07281	7.49335	10.36872	035-43-3122	Sarah Fitzgerald	7.07872	24.13304	nop	0.00000	71.55765	118.56660	56.63697	6.55236
9553	yes	5.01393	8.37440	1.41179	5.51467	5.21722	4.83684	748-76-3855	Jonathon Horton Jr.	5.55531	55.18247	married	1.00000	60.02405	59.65688	42.72084	8.73989
9554	no	6.59918	7.60989	0.95076	4.62088	5.58333	8.53394	477-59-8899	Nicholas Henderson	6.18558	27.27549	married	0.00000	63.46459	78.78228	65.93707	5.52851
9555	no	7.22478	6.82822	0.72583	7.94009	5.39746	6.65673	225-33-4195	Michelle Newton	5.35381	84.71896	married	1.00000	37.37144	178.64535	49.49210	7.41215
9556	yes	6.23588	6.72479	0.65114	5.53785	7.70922	7.68432	756-71-0863	Alyssa Nolan	6.13809	54.85428	separated	0.00000	34.23792	70.10548	33.71464	4.88059
9557	no	5.17483	6.99434	0.74956	8.54190	4.81039	5.08740	631-31-9268	Stephanie Jones	6.16838	60.76344	nop	1.00000	41.81193	76.17069	38.11879	9.81712
9558	no	7.20707	6.19016	0.72692	5.48482	5.66603	4.54923	797-43-8468	Molly Koch	5.19215	44.16857	married	1.00000	49.95115	91.51221	67.49250	8.78419
9559	no	5.61531	8.80099	2.19542	5.84128	3.73375	7.41136	218-57-4308	Steven Anderson	6.45845	66.60327	widowed	1.00000	48.82295	100.12752	61.52666	7.09754
9560	N	5.42867	6.72418	0.78976	4.95174	4.82926	3.97730	084-76-7228	Christina Deleon DDS	4.49273	24.70110	married	1.00000	58.15344	99.91470	33.82659	6.32131
9561	no	5.39053	8.90290	2.51572	5.97679	3.54074	7.06466	350-20-5040	Victoria Sparks	5.70838	71.35615	single	1.00000	57.57611	12.64283	43.65639	7.00851
9562	no	4.12542	5.98928	0.26147	6.90838	3.32447	4.56873	645-51-5522	Susan Townsend	5.27417	51.17171	married	0.00000	30.81261	111.27615	62.18520	4.23679
9563	no	4.38535	7.08838	0.79499	5.94726	7.15078	7.92367	164-01-0160	Joshua Benson	5.90236	45.67280	separated	0.00000	58.04626	135.08967	58.25036	5.51930
9564	yes	6.82982	7.26104	0.84082	6.75970	5.05666	7.97941	574-81-8123	Katelyn Ross	6.57714	44.91636	married	1.00000	32.86709	49.89955	71.15851	7.50657
9565	no	5.95008	8.51441	1.78750	7.92486	3.78128	6.76518	418-27-5751	Kenneth Cannon	7.24754	87.06377	married	1.00000	51.64267	119.07435	61.76739	7.89224
9566	no	6.90418	8.04442	1.39069	6.75297	4.89275	6.91018	678-81-3443	Jamie Nelson	3.54423	73.56472	married	1.00000	38.28374	23.86825	33.36651	7.27569
9567	yes	9.13091	8.59982	1.92647	4.79037	4.13717	6.60201	132-11-5851	Natasha Bowen	6.05712	84.35248	divoced	0.00000	33.76611	90.13761	54.99463	6.12907
9568	N	7.00331	3.87339	0.47704	6.43930	5.83095	5.22885	429-05-6338	Donald Oliver	6.60524	68.79624	married	0.00000	69.52189	98.99431	43.16366	5.53741
9569	no	5.97451	6.58108	0.60819	7.02833	4.69266	5.23048	141-43-9322	Jacob Shaffer	5.17586	68.12597	nop	1.00000	66.17478	-2.43380	48.77392	5.70078
9570	no	7.67625	7.97929	1.47171	4.39584	4.32167	4.23702	481-92-7602	Anthony Smith	6.35936	32.65588	single	1.00000	44.27441	78.73011	49.28859	5.94748
9571	yes	7.41463	8.16112	1.67455	4.97911	5.50271	3.27027	529-34-7853	Kyle Smith	5.74008	8.06052	single	1.00000	72.78851	111.88922	48.36655	6.05253
9572	no	6.00097	10.49619	10.99602	5.84760	2.16747	5.63821	348-36-9678	Mr. Cole Collins DDS	6.77475		separated	1.00000	57.37026	75.02512	54.22028	7.71329
9573	no	7.19214	6.75969	0.77649	5.94149	5.36735	7.72911	634-78-8190	Kathryn Williams	7.24401	49.75073	widowed	1.00000	46.23362	23.66802	50.97987	6.47026
9574	no	5.37612	6.12980	0.54145	4.34160	5.49285	5.76573	636-22-4831	Billy Wilson	5.75952	82.56061	single	1.00000	57.48410	87.14474	58.99283	7.35404
9575	no	6.92039	8.04165	1.16551	6.05631	5.36055	4.92638	045-86-1418	Erin Johnson	6.34043	61.60103	divoced	1.00000	33.54469	108.71030	61.91937	8.89238
9576	yes	10.53250	4.29601	0.51557	7.59409	4.24295	5.57707	640-48-3894	Melinda Martinez	5.45974	78.18538	separated	0.00000	32.39371	24.57459	56.32650	5.29024
9577	N	5.16484	3.66542	0.20176	6.59282	6.79332	4.68520	064-58-7241	Ryan Mays	6.63052	42.17823	separated	0.00000	57.62939	5.32614	46.28560	6.05098
9578	no	6.47033	7.80026	1.17610	5.55628	7.23961	6.51202	587-22-2290	Mary Casey		86.47086	single	0.00000	49.50434	24.33170	53.51186	4.80068
9579	no	5.79323	7.79433	1.16673	7.23447	4.10288	5.09408	411-54-3577	Angie Ward	7.76343	63.40692	single	1.00000	64.88765	118.95499	60.63739	5.72107
9580	no	5.94263	6.38556	0.63180	7.12293	4.84194	5.35050	277-54-3358	Jesse Ellis	6.96359	76.72709	married	0.00000	56.11926	75.69421	32.29375	3.30269
9581	no	5.73830	7.61694	0.99802	6.93136	6.61937	7.23759	698-38-0230	Robert Williams	8.46079	64.90133	married	0.00000	45.74984	92.10017	41.52788	4.68183
9582	no	3.93531	6.32386	0.75519	6.04753	8.78136	7.36891	438-11-7682	Logan Dixon	5.74462	67.12392	married	0.00000	76.70360	49.23492	50.14750	4.97039
9583	no	5.71167	6.29138	0.52174	6.33043	5.44900	5.65540	075-95-7613	Christopher Morales	6.67004	70.84332	married	1.00000	25.41293	51.43026	41.32570	7.01934
9584	no	7.05046	7.56357	0.98397	6.53904	5.22246	6.79204	503-81-0889	Christopher Powell	5.94337	82.09237	separated	1.00000	34.52227	126.41619	69.86468	5.39935
9585	Y	7.99139	6.14773	0.62526	4.31132	5.80581		287-72-1642	Evan Mitchell	5.21977	14.66273	divoced	1.00000	49.07269	19.01369	71.90589	7.25778
9586	yes	6.54826	6.18790	0.58330	7.58284	5.74364	6.82476	575-16-4304	Melissa Harmon	6.04586	86.67551	married	1.00000	43.53952	93.96116	52.89986	7.81240
9587	Y	7.45949	4.69748	0.40409	4.72943	4.58215	4.60956	209-72-3675	Samuel Solis	6.25990	41.32388	widowed	0.00000	51.20598	93.04899	42.92700	4.97907
9588	Y	3.53411	7.62181	1.12266	6.14917	4.76077	9.42516	464-45-8597	Kimberly Moore	6.06617	5.86451	married	1.00000	27.02911	89.26312	52.10640	7.11601
9589	no	6.07866	5.69104	0.36940	7.13848	3.32608	7.63191	343-04-7818	Jeff Burns	4.97724	61.63482	nop	0.00000	47.64025	0.10216	60.66303	4.42005
9590	no	7.03175	8.21981	1.42389	4.78137	5.89585	5.23901	797-96-8515	Jeremy Berry	5.74500	61.82179	single	1.00000	22.61790	91.17577	36.82625	8.92816
9591	yes	6.09682	7.75011	1.38574	7.58041	4.11773	6.34561	533-02-9924	Shane Kennedy	6.44267	84.67865	separated	1.00000	30.94502	77.46579	55.79631	6.42118
9592	yes	4.58096	7.87876	1.20008	5.44523	4.33704	5.88650	810-80-8631	Jessica Smith	5.25819	81.43025	divoced	1.00000	59.46987	44.17855	46.58450	7.00000
9593	yes	4.89796	6.98006	0.77168	7.41418	1.93931	4.74670	580-86-2002	Dana Thomas	6.00630	55.55991	widowed	0.00000	32.06348	98.20401	61.50841	3.56629
9594	no	5.92133	5.61426	0.60556	5.27384	5.50254	1.41965	685-42-9757	James Welch	8.00043	49.61913	single	0.00000	46.02505	48.72942	36.75112	5.73227
9595	no	5.16365	3.95300	0.52036	4.33579	4.27312	4.23612	593-55-8458	John Johnson	7.81075	25.96702	married	0.00000	84.25776	161.34485	54.60613	5.72756
9596	no	6.23884	8.40110	1.60049	5.66953	5.11420	3.04533	215-24-7978	Elizabeth Elliott	6.37444	7.00817	divoced	1.00000	47.29356	17.81786	36.30437	5.59154
9597	Y	6.89787	7.22811	0.83903	6.62890	4.43164	3.74520	137-55-9095	Gary Armstrong	4.46637	19.59363	single	1.00000	50.54472	82.72300	17.18921	5.91327
9598	no	5.42305	7.36530	0.87504	6.60978	5.37835	4.67971	006-18-0758	Amy Hayes	6.24309	53.94409	divoced	1.00000	43.20698	26.24732	55.38140	
9599	no	3.98224	7.37851	0.53089	5.62984	6.75610	7.60972	079-06-8779	Alec Walker	7.68215	63.46055	divoced	0.00000	61.57862	126.15262	45.96247	4.99110
9600	no	7.63201	6.97483	0.78745	6.88822	5.03373	2.59357	399-28-7881	Jennifer Tran	7.07320	18.98935	widowed	1.00000	48.79320	47.23499	56.97808	5.53041
9601	yes	8.51842	7.27042	0.85134	5.71097	5.17182	2.75990	664-84-0113	Tyler Burton	6.66143	5.09068	nop	1.00000	37.37696	9.19834	41.98449	6.74112
9602	Y	4.54047	7.55437	1.05276	6.95742	5.49958	4.42606	843-67-8163	Brian Weaver	6.56439	39.83192	nop	1.00000	78.60115	114.07801	43.62807	7.41425
9603	Y	6.84516	8.50357	1.98538	5.93528	4.07192	5.95403	325-13-9348	Douglas Gardner	6.08389	83.08674	married	1.00000	50.57565	58.70673	65.60997	5.86744
9604	no	7.43948	7.07183	0.94176	4.64527	4.13223	5.55915	786-41-2623	April Burns	7.40808	80.63357	divoced	1.00000	68.92805	105.72202	59.39082	6.29823
9605	no	5.64885	5.18485	0.43184	5.59016	3.78626	6.41907	270-76-9078	Margaret Rodriguez	6.03487	84.36905	separated	0.00000	57.36485	114.12721	52.83752	4.96733
9606	no	6.74328	7.27587	0.98270	4.87883	4.79271	6.66698	461-85-3049	Jason Santos MD	8.27491	81.65971	married	1.00000	62.57684	113.12563	27.24570	7.23617
9607	Y	3.57106	6.94534	0.85426	5.12433	8.49330	6.29823	674-21-0918	Randy Joyce	5.57972	84.85824	widowed	0.00000	61.11080	3.52683	45.92433	3.97560
9608	no	8.11884	4.10380	0.30302	5.88370	5.43691	6.80455	616-72-3424	Dylan Lane	7.92822	77.78212	single	0.00000	61.57905	111.98316	58.25427	4.96041
9609	no	7.09394	5.15680	0.71486	5.39613	6.74711	4.97005	526-16-6745	Felicia Smith	6.26122	56.45050	divoced	0.00000	50.51592	125.91012	58.68121	4.65712
9610	no	5.21808	7.18920	1.10182	6.51022	5.07668	7.39643	694-72-8366	Donald Ashley	5.21783	63.76661	widowed	1.00000	74.61685	74.58903	54.19518	9.71800
9611	no	6.09926	3.55976	0.44221	6.29044	4.16796	5.80232	091-27-4847	Chelsea Andersen	4.78464	82.82295	married	0.00000	31.21977	127.89577	64.08482	5.60226
9612	no	3.62198	7.69341	1.21067	5.91324	4.39482	6.71815	758-91-9266	Steven Stewart	6.44896		separated	1.00000	51.24184	95.77403	75.10128	7.22476
9613	no	4.27716	3.46557	0.50632	7.09093	4.09553	6.71981	522-21-2386	Carol Barnes	7.54574	89.20546	single	0.00000	49.92937	44.84616	59.80223	5.23494
9614	Y	6.15981	5.78803	0.39216	6.63224	3.66150	4.81977	295-45-8898	Heather Bowman	5.53235	60.46053	married	0.00000	62.57984	41.42135	58.78898	4.43493
9615	yes	6.42495	6.75605	0.62552	5.47763	8.54287	6.86038	367-30-6764	Mr. Travis Griffin	4.94266	90.62069	single	0.00000	45.94605	55.87427	50.06637	4.77043
9616	no	5.25120	5.88639	0.54826	6.74881	10.19330	6.83381	751-10-7650	Michelle Cochran	5.77637	76.06561	married	0.00000	46.64211	39.26690	41.62572	5.24348
9617	yes	7.89414	7.25712	0.59067	6.94964	4.98583	8.00831	715-64-1431	Donna Becker	6.95099	45.35858	divoced	1.00000	70.96562	73.30192	50.57397	6.97469
9618	N	4.84411	8.27895	1.68779	4.60575	4.75771	5.08311	805-46-9802	Jaime Keith	8.27539	60.86962	divoced	1.00000	51.80252	27.15079	49.40875	4.94230
9619	no	4.35575	7.80271	1.25546	5.82487	4.78582	4.85531	742-40-0798	Jason Brown	6.61259	49.49072	divoced	1.00000	47.24634	78.52464	67.49874	6.50614
9620	yes	5.48520	6.46130	0.57710	7.76249	6.81132	9.08010	555-32-3180	Catherine Jackson	5.98622	16.74090	single	0.00000	50.82323	63.38954	64.58829	5.36011
9621	no	5.60510	6.28281	0.57489	6.87820	5.40387	7.70674	624-33-7860	Martin Figueroa	6.37962	58.11396	separated	1.00000	24.35665	6.14265	62.93275	7.84402
9622	no	5.77121	4.07323	0.39487	7.10191	5.06981	3.19449	008-75-7441	Charles Cruz	6.27890	11.05181	separated	0.00000	63.66676	32.32106	67.47925	5.72344
9623	no	5.70027	6.34676	0.89514	6.33407	3.30459	5.35777	112-91-7515	Wesley Davis	6.14270	70.70528	divoced	0.00000	44.85165	6.32015	46.21728	4.19451
9624	no	6.95646	5.30959	0.63705	6.72703	6.43780	7.71751	322-96-3605	Candice Russell		54.50659	divoced	1.00000	44.73140	56.47997	32.62104	7.30031
9625	Y	6.47518	3.90451	0.48944	8.66732		3.92062	420-83-3663	Walter Schmitt	7.50893	22.67851	nop	0.00000	54.60133	86.30642	59.41069	5.97933
9626	no	5.66066	7.57605	1.20104	4.93820	5.38460	4.14379	066-88-9548	Samuel Chase	6.93974	24.05697	divoced	1.00000	19.05945	72.43755	62.52815	9.18223
9627	no	5.11404	7.12391	1.18458	6.82512	4.85668	6.62603	452-08-6545	Deborah Hull	6.38311	83.30072	divoced	1.00000	57.97380	94.48475	64.17098	7.57241
9628	yes	5.10217	5.32972	0.37351	6.61797	2.57321	4.80378	577-85-8042	Greg Little	5.49847	53.96450	widowed	0.00000	70.50691	58.42622	62.88170	4.64261
9629	yes	5.59103	6.62781	0.55524	6.76213	7.87574	7.74178	663-98-5190	Trevor Brown	5.93217	50.64659	divoced	0.00000	50.78575	17.74577	52.16481	5.00684
9630	Y	4.60326	9.06024	2.99789	4.60043	4.90009	6.53095	300-56-8737	Thomas Burke	5.47548	86.47787	widowed	1.00000	53.87089	71.41023	41.08711	8.43196
9631	no	5.09485	3.86490	0.43216	5.99225	7.61254	9.31440	539-86-0780	Natalie Cannon	5.08358	10.07069	single	1.00000	61.11010	51.73112	41.59979	7.52566
9632	no	5.48484	6.22641	0.62938	5.61127	5.79425	8.01667	748-95-5343	Sylvia Williams	6.08850	45.24555	single	1.00000	54.49628	55.40344	42.52780	7.66938
9633	no	3.98157	5.79572	0.26771	5.66275	5.69180	7.03090	649-66-9316	Jennifer Fox	5.67971	77.10830	married	1.00000	59.67861	51.30781	68.35761	7.74898
9634	Y	6.79058	7.96693	1.31677	6.18641	3.82420	7.68803	757-81-5256	Raymond Riley	9.33613	57.53384	married	1.00000	40.40013	75.73374	48.49045	5.93084
9635	Y	4.53540	6.15454	0.67902	3.85264	5.17172	4.80988	612-05-1520	Mary Humphrey	4.64803	53.28690	divoced	0.00000	65.67059	50.77433	34.25305	4.14803
9636	yes	5.32808	8.55095	2.03846	6.14931	5.38659	3.09366	657-08-5873	Brian Olson	6.37829	11.60244	divoced	1.00000	43.95913	64.45847	58.57911	6.14206
9637	Y	5.73079	4.49182	0.37137	5.65470	6.79016	7.56919	737-92-9959	Deborah Russell	5.48675	60.06868	single	1.00000	43.14690	76.41018	56.43551	8.82483
9638	no	4.46369	6.90674	0.70149	4.12581	8.33958	6.95225	356-47-4864	Margaret Black	7.01705	75.88787	divoced	0.00000	44.62088	26.60892	48.53764	5.06979
9639	no	6.84274	4.40617	0.70073	7.01907	7.30821	9.48119	302-20-9231	Terry Stephenson	6.44007	10.39205	nop	1.00000	75.03829	62.74640	52.46686	7.30582
9640	Y	6.38399	7.90717	1.23059	6.65404	5.08560	6.36503	855-64-5985	Dale Fry	6.18722	91.44037	married	1.00000	42.72007	78.93154	36.06882	7.00419
9641	no	5.60471	6.69688	0.62678	6.48707	8.36074	7.27467	730-90-6518	Brandon Mckinney	5.43360	66.13105	married	0.00000	59.96323	72.07005	73.47016	5.22200
9642	yes	5.16499	8.61005	2.11611	6.20845	4.88993	6.66570	791-81-6363	Frank Lawson	6.61256	87.43441	divoced	1.00000	59.61906	125.62384	46.74832	7.34099
9643	no	4.63512	7.89446	1.27286	7.87726	4.54096	8.84585	145-97-2372	Robert Parsons	6.23934	18.12489	single	1.00000	57.16302	85.80023	44.32408	7.50787
9644	N	4.32983	6.40514	0.60034	6.77179	5.50030	8.38041	005-73-1390	Phillip Carson	5.32717	33.58330	married	1.00000	47.93497	86.13830	48.57373	7.43060
9645	no	5.98875	7.12786	0.86230	5.11290	8.33339	6.19011	778-36-8500	Michael Wilson	5.82860	82.85493	divoced	0.00000	60.71745	67.90131	45.60809	4.05724
9646	no	4.32263	7.81107	1.38194	6.73596	4.99416	6.20748	781-39-6622	Michael Cooper	6.18010	86.53071	separated	1.00000	47.21781	84.52352	60.32884	6.89391
9647	yes	6.85901	6.56729	0.56574	5.49176	5.25621	6.42134	253-09-2528	Gregory Scott	5.83046	89.61897	widowed	1.00000	32.38096	112.09647	63.70020	7.55737
9648	Y	4.89897	6.31270	0.77093	5.45091	4.04338	3.41015	302-40-9339	Matthew Baker	7.16702	13.86184	divoced	1.00000	40.50620	100.88596	64.22708	4.83984
9649	yes	4.59787	4.34149	0.52301	6.41289	7.18889	8.36785	540-60-6460	James Mack	5.81785	24.02200	separated	1.00000	39.60386	55.70731	25.34173	7.58156
9650	no	5.74890	4.91073	0.40363	5.13311	5.33808	5.80419	625-74-2296	Robert Davis	6.69795	87.05271	widowed	0.00000	58.82978	84.93014	91.33562	4.16479
9651	N	6.05681	6.86306	0.84682	5.93562	8.33544	6.77795	080-96-3156	Robin Matthews	6.02831	79.87582	separated	0.00000	58.76301	43.57143	43.13180	4.56452
9652	no	6.27590	6.63645	0.45100	5.50578	5.42022	8.83855	018-29-1485	Jordan Jordan	4.81136	14.70395	nop	1.00000	46.50451	77.22026	61.76370	7.06956
9653	no	6.39504	7.46963	0.98178	5.59700	6.29365	8.10320	667-98-4880	Joshua Williams	6.81921	41.25782	divoced	0.00000	49.65889	72.58915	35.76875	5.38498
9654	yes	6.32156	8.22642	1.57791	6.55466	6.05057	6.95111	317-02-6781	James Chang	6.92134	79.05058	divoced	0.00000	61.38315	57.29767	0.88381	4.75056
9655	no	5.64326	7.45246	0.89681	6.11428	4.39699	4.64780	255-06-5268	Tiffany Santiago	6.73354	37.54413	single	1.00000	59.07468	59.29986	58.73635	6.28170
9656	no	6.11705	7.23620	0.87615	3.78429	4.14523	6.12435	488-26-0627	Isaac Mcgee	6.01978	86.02918	married	1.00000	38.35651	104.97812	50.96278	7.13057
9657	no	6.32490	7.86572	1.14621	6.30290	4.40730	6.44968	222-04-6097	Ethan Shelton	6.18452	82.22766	divoced	1.00000	54.70449	96.22803	64.22052	6.87955
9658	Y	3.79649	7.47608	0.94181	7.25885	4.71039	7.43882	489-88-4375	Jason Carrillo	6.47425	61.15233	married	1.00000	43.94063	113.46030	43.74140	7.16902
9659	Y	7.04098	8.17547	1.59989	5.57099	2.42918	3.84464	605-29-9065	Miranda Warner	6.91051	16.69360	widowed	0.00000	26.27689	86.50958	57.87229	2.84972
9660	no	5.34605	7.37836	0.91360	5.90725	4.72776	8.34775	333-53-4465	Cynthia King	4.60056	30.43962	divoced	1.00000	26.54773	57.21913	27.57837	7.44921
9661	no	5.36844	6.32582	0.66885	6.10378	5.18272	4.43952	407-38-0820	Cynthia Sandoval	6.18466	39.65486	widowed	0.00000	41.50683	18.31858	54.62478	4.40472
9662	no	4.48615	8.06994	1.23158	5.85189	4.45877	8.39375	517-20-8806	Russell Wolf	6.03160	28.08644	widowed	1.00000	59.61216	119.02104	32.19360	7.39456
9663	yes	6.63555	6.56860	0.59891	5.19629	7.62490		319-51-3530	Laura Pineda	9.15412	25.86482	separated	0.00000	37.96074	23.84596	47.26727	5.76617
9664	no	8.27758	7.12049	0.89164	4.11006	5.04924	4.50707	166-18-4644	Rebecca Flowers	7.75740	43.37283	married	1.00000	40.62790	103.11006	66.20584	6.98401
9665	Y	5.37819	6.27137	0.74381	7.51628	5.89812	9.66223	298-37-5767	Kayla Martinez DDS	6.16506	12.18878	married	1.00000	45.32477	65.00744	30.64564	7.13141
9666	no	6.25965	7.18741	0.81263	5.06234	4.81015	7.67106	612-51-8058	Derrick Brewer	7.27962	50.16010	married	1.00000	35.80967	119.19664	45.34325	7.65161
9667	no	6.13578	6.64295	0.56145	5.62188	4.01979	6.19327	381-92-6510	Rebecca Thomas	4.62648	92.49578	divoced	1.00000	31.94152	75.18524	69.00877	8.20275
9668	Y	6.41016	7.74282	0.98641	5.40367	5.92244	8.07140	499-32-7650	Anthony Johnson	5.76451	51.55971	nop	0.00000	51.22775	40.38181	49.93337	5.55493
9669	no	5.25407	8.64714	2.09294	5.60862	7.36377	4.56559	100-46-3709	Megan Johnson	6.38463	38.67751	widowed	0.00000	65.28717	48.79800	61.89322	3.44646
9670	yes	6.33490	5.52156	0.28187	7.81892	4.07996	5.04002	380-84-5299	Jennifer Taylor	5.95967	57.15310	widowed	0.00000	51.13209	92.45282	52.53917	4.25423
9671	yes	6.51660	8.00675	1.23134	7.42052	6.12870	7.19000	036-27-2379	Heather Adams	8.34216	75.70054	married	0.00000	59.35489	47.07702	54.77333	4.84362
9672	no	5.41688	8.80170	2.19340	6.46506	4.01862	8.38877	584-23-1952	Jaime Smith	5.99792	27.10119	divoced	1.00000	40.91802	57.64992	59.92969	6.75535
9673	no	7.37487	7.10501	1.00861	5.74367	8.09108	6.98433	809-53-8045	Dennis Bell	5.73375	83.78960	separated	0.00000	53.81099	60.88222	47.54344	5.28191
9674	no	5.08424	6.21411	0.33829	6.02667	4.38623	2.80396	415-51-2348	Brent Davis	5.36025	12.00000	single	1.00000	45.96686	74.54333	14.73703	4.54787
9675	N	6.33629	7.45288	0.85084	5.91091	4.30886	5.28792	270-86-7682	Jorge Porter	5.40436	67.51482	widowed	1.00000	57.80757	73.46117	75.40557	5.81552
9676	no	6.82209	7.44499	0.92886	8.50537	8.89871	5.28935	760-23-9442	Joseph Mcknight	6.03951	71.08703	nop	0.00000	40.42230	88.62777	35.24172	4.15843
9677	Y	4.19229	5.74996	0.50020	5.10005	6.42235	9.62790	035-63-1980	David Freeman	7.39094	12.09416	married	1.00000	54.06941	67.99203	43.19515	6.49353
9678	yes	6.10747	6.01374	0.52204	6.54158	2.86383	6.83540	833-39-9692	Claudia Malone	6.67435	74.27254	married	0.00000	40.97376	100.84855	83.54354	3.67301
9679	no	6.28117	6.82764	0.74486	4.86732	4.81858	2.88877	123-91-3243	Tiffany Thomas	5.56133	13.25024	divoced	1.00000	73.81457	105.22944	50.96243	5.78814
9680	no	5.87901	6.31505	0.65829	5.96477	5.70531	6.80602	775-40-7282	Alan Brooks	6.89626	77.65878	married	1.00000	66.83135	89.37562	57.63737	7.51463
9681	no	5.70205	6.12574	0.53936	4.55674	4.78614	4.55100	644-60-8013	Amanda Jones	6.23787	38.14050	divoced	1.00000	46.48807	83.77164	59.69923	7.32442
9682	no	7.19194	5.73202	0.73724	6.25287	4.82128	6.01330	137-45-9694	Sara Jackson	7.28330	82.39949	nop	1.00000	42.70615	64.11021	52.66454	8.11015
9683	no	5.97169	9.05915	2.67270	5.92247	3.38696	6.63057	027-74-9715	David Fisher	6.03735	83.90761	divoced	1.00000	67.70863	99.07142	45.36608	7.13418
9684	yes	6.04663	7.95297	1.27190	7.88489	4.26529	6.85084	733-29-4323	Nicholas Morgan	4.21594	81.92645	widowed	1.00000	40.33514	90.09825	34.85783	8.02062
9685	no	7.88793	8.13811	1.31916	4.99707	4.26268	7.76667	261-62-3975	Emily Alexander	4.75222	57.16964	single	1.00000	47.80297	91.12940	50.28244	7.68838
9686	Y	4.85065	6.97135	0.69088	4.42819	4.69907	3.97872	579-20-8770	Michelle Williams	7.10848	31.62283	married	1.00000	56.81644	53.91035	36.36257	7.89618
9687	Y	5.16184	7.25304	0.92453	5.35572	4.89024	7.21112	004-03-5725	Christina Larsen	5.07769	76.74726	divoced	1.00000	60.22768	112.20380	59.92854	6.90047
9688	no	5.68946	8.31797	1.60001	6.70220	3.77106	6.50040	068-14-5772	Kristin Raymond	5.66772	84.13582	separated	1.00000	39.12277	108.59598	39.76006	6.83362
9689	no	6.12675	9.49570	4.30451	6.34964	3.10803	6.86188	488-27-0893	Jorge Johnson	6.20815	78.15518	divoced	1.00000	77.24083	103.65628	48.46645	7.30107
9690	no	6.13487	6.75995	0.78903	6.53546	5.45095	8.96184	170-87-8398	Janice Taylor	7.27831	17.22531	widowed	1.00000	28.23032	59.32918	54.87814	7.17400
9691	no	5.70583	5.94541	0.57354	5.04717	5.76642	8.55145	530-88-8008	Brittany Campos	7.36791	20.51134	single	1.00000	73.98214	36.41453	68.01172	7.65674
9692	no	5.77529	8.58719	1.77347	6.42383	5.55324	6.37669	143-81-0470	Victor Levy	5.74234	85.50959	separated	0.00000	57.30761	80.13055	53.03283	3.73395
9693	yes	4.18355	6.44088	0.72315	4.80808	5.64644	8.47494	036-74-5119	David Vega	5.31133	28.19868	divoced	1.00000	36.13262	133.03001	57.06994	7.39753
9694	Y	5.63809	4.08358	0.58182	6.70079	5.73183	4.22619	623-68-8274	Melissa Rodriguez	6.06933	27.93131	separated	0.00000	70.11446	2.46799	68.38103	5.36520
9695	no	6.61506	7.19167	0.70290	4.07304	4.77785	4.34052	649-66-9316	Jennifer Fox	6.54046	36.04588	separated	1.00000	77.01811	56.85592	87.57182	4.86486
9696	yes	6.21931	6.70700	0.91003	5.71500	5.34260	5.96865	716-45-1882	Jennifer Alexander	3.56330	81.66515	married	0.00000	49.41391	36.17311	32.01024	7.27444
9697	no	5.60813	7.58087	1.08040	6.00779	4.55465	5.40255	826-67-2042	Joshua Rosario	6.35651	71.86530	married	1.00000	37.91272	27.48605	42.24385	6.58186
9698	no	5.31503	4.79137	0.52277	6.19049	6.03297	5.58085	692-39-3501	Kimberly Jones	4.78682	78.03520	married	0.00000	62.13860	10.45563	45.70440	4.44454
9699	Y	4.62273	10.40199	9.80631	7.39466	2.24776	7.27896	802-01-1717	Sophia Bailey	5.31695	69.02696	married	1.00000	59.59588	108.51225	44.06554	7.76839
